chip_affymetrix_chip=B,chip_affymetrix_chip=A,chip_affymetrix_chip=C,chip_affymetrix_chip=D,chip_affymetrix_chip=A-D,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.04@10.03.02@14.07.03@32.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,0.26652,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.01@11.04.02
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.295111,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.01@14.07.02.02@20.01.03.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.09.05@11.02.03.04@14.07.04@34.11.03.07
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.02.03.04
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,14.07.05@14.13.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.03@10.03.04.05@14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,12.01.01@12.04.01@42.16
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.04@10.03.01@14.07.03@30.01.05.01@30.01.09.09@32.01@40.01.03@42.01@42.04.03@43.01.03.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.295111,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.06.06@14.07.02@42.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.06.02.01@01.07.01@01.20.15.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.02.03.04
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,42.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.09.05@11.02.03.04@14.07.04@14.10@16.07@41.01.01@42.10.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.05.01@10.01.05.03.01@10.01.09.03@11.02.03.01@18.02.09
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.03.01@14.10@16.01@20.09.16.09.03@40.01@42.04@43.01.03.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.09.05@10.03.02@11.02.03.04@14.07.04@32.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.419669,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.02.03.01@11.02.03.04.03@18.02.09
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.05.01@32.01.09
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04@16.03.03@20.01.21@34.11.03.07@40.01@42.04@42.07@43.01.03.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,43.01.03.09
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.02.03.04
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.03.01@42.10
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.01@10.03.04.05@14.07.03@18.02.01.01.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,02.13@20.01.17@20.03@20.09.04
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.01@16.01@34.11.03.07@40.01.03@41.01.01@42.04@43.01.03.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.06
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.419669,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.01.05.03@01.02.02.09.01@01.03.01@16.19.03@16.21.15
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.01.01.03@11.02.03.01@11.02.03.04
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,14.04@14.07.11.01@14.13.04@20.09.13@42.25
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.03.01@14.10@16.19.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.09.05@10.03.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.07.01@11.02.03.04.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.01@20.01.01.07.05@20.09.18@34.01.03.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,20.01.01.07.07@20.03.02.02.02@34.01.01@34.01.03.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,18.02.01@30.01.05.01.03@30.05@32.01.03@32.01.11@34.11.03.07@34.11.03.13@40.01@42.04@43.01.03.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.295111,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.354677,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,14.07.11
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.01.01.11@10.03.02@10.03.04.07@11.02.03.04@34.11.03.07@41.01.01@42.10
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.01@12.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.02@01.03.16.03@01.05.25@10.01@10.03.02@20.01.03@20.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,12.10
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,20.01.07@30.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.04@14.07.03@18.02.01.01.05@30.01.05.01.03@30.05@32.01@34.11.03.13
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.05.01@10.01.05.03.03@10.03.01.03@32.01.09
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,20.01.13
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.04@14.07.03@32.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.03.01@14.10@16.03.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.533669,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.03.01@12@16.03.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,14.10@20.09.07.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,14.13.04@18.02.01@42.25
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.295111,-0.519705,-0.398314,-0.244582,0.208997,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.03.01@16.03.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.06@14.07.01@30.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.03.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.295111,-0.519705,-0.398314,-0.244582,0.425445,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.04@10.01.05.01@10.03.01@11.02.03.01.01@11.02.03.04@14.07.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.01@12.01@16.03.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.147568,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,20.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,20.01.21@20.09.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.01@10.03.03@40.01@42.04@43.01.03.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,18.02.01.01.01@30.01.05.05.01@30.05.02.24@42.01@43.01.03.09
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,20.01.03.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.02.03.04
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.05.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,20.01.09@20.01.10@20.09.07.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.354677,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.06
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,12.01.01@42
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,11.04.03.01@16.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.02@20.09.07.03@43.01.03.09
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.03@10.01.05.03@10.01.09.05@16.03.03@40.20
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.04@14.07.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.295111,-0.219598,-0.398314,-0.244582,0.479557,-0.311952,-0.224357,-1.044013,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,20.01.25@20.03.25@20.09.13@32.07@34.11.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.03.01@18.02.03@20.01.10@40.01
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,01.01.13@10.03.01.01.11@10.03.04.07@10.03.05.03@11.02.03.04@14.04@16.01@20.01.10@20.01.21@20.09.01@42.04.03
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,32.01@34.01.01@42.04@43.01.03.05
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,12.07
-0.583935,1.726609,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.288415,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.519705,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-1.458232,-0.41839,-0.262428,0.405014,0.432706,0.514708,1.270619,10.01.05.01@10.01.09.05@11.02.03.04@16.01@32.01@34.11.03.07@40.10@40.20@42.10.03
